,marca_temp,1_ocupacion,2_relacion_contractual,3_mercado_de_trabajo,4_rubro_de_trabajo,5_ROL_de_trabajo,6_años_de_experiencia,7) Nivel de seniority que Ud. considera que posee:,"8) Nivel de seniority que le asignan en su trabajo actual (aunque no sea en forma explícita, si puede inferir igual indique):",9_nivel_educativo,10_lugar_educativo,11_ingreso_mensual_en_dolares,12_beneficios_percibidos,13_remuneracion_vs_compañeros,14_habilidades_tecnicas,15_estimacion_de_vacancias,16_politicas_de_retencion_capacitacion,17_1_factores_opciones_lab,18_2_factores_opciones_lab,19_tuvo_entrev_inter,20_freq_ofert_laboral,21_mayor_dif_x_emp_internacionales,22_percep_señority,23_perf_mas_req,24_educacion_formal_internacionales,25_mayor_desafio_exterior,26_ingles_nivel_min
274,2022-09-18 16:41:43.606,parttime,contrato_temporal,emp_ext_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,Data Engineer,7.0,Semi-senior,Semi-senior,Grado,Universidad privada del Paraguay,4001 - 5000,"13er salario o aguinaldo, Flexibilidad horaria, Trabajo remoto",Menor,Data engineering o ML con herramientas de ETL (Knime Analytics Platform y Python),no sé,Sí,Remuneración económica,Modalidad de trabajo remota o híbrida,No,3 a 5 veces al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .","La falta de experiencia en escenarios muy demandantes por la complejidad, volumen de datos, nivel de concurrencia, nivel de formalismo u otros.","Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
275,2022-09-18 17:24:58.066,fulltime,r_dependencia,emp_ext_cli_ext (puede tener también clientes en PY),dev. productos propios,dev / software eng,hasta 2,Mid-level o Associate,Mid-level o Associate,Grado,Universidad privada del Paraguay,menor a 1000,"13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto",Igual,Desarrollo web con php (backend y/o frontend),menos de 5,No,Modalidad de trabajo remota o híbrida,Remuneración inmediata,Sí,3 a 5 veces al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",El idioma,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
276,2022-09-18 17:29:11.625,emprendimiento,emprendedor_c_clientes,emp_loc_cli_ext (puede tener también clientes en PY),GIS / BD Espaciales,dev / software eng,más de 15,Principal,Senior,Grado,Universidad privada del Paraguay,2501 - 3000,Trabajo remoto,Mayor,GIS,no sé,Sí,Modalidad de trabajo remota o híbrida,Ambiente laboral,Sí,3 a 5 veces al año,"La formación académica de especialización (postgrados, cursos, etc)",Los criterios son similares.,"Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.",La educación formal local es una desventaja significativa al participar de entrevistas técnicas para el exterior.,El idioma,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
277,2022-09-18 21:00:40.550,fulltime,contrato_temporal,emp_local_cli_local,dev. productos propios,dev / software eng,5.0,Senior,Senior,Grado,Universidad privada del Paraguay,1000 - 1500,"Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros)",Menor,Desarrollo backend con NodeJS,no sé,Sí,Remuneración económica,Espacio para crecimiento profesional,No,3 a 5 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,"Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
278,2022-09-19 00:27:17.599,freelance,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),dev. productos propios,dev / software eng,11 - 15,Senior,Senior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad Nacional de Asunción,más de 6000,"Seguro médico, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros)",Igual,Mobile iOS,menos de 5,Sí,Remuneración económica,Espacio para crecimiento profesional,Sí,Más de 10 veces al año,La experiencia previa,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.","La falta de experiencia en escenarios muy demandantes por la complejidad, volumen de datos, nivel de concurrencia, nivel de formalismo u otros.","Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
279,2022-09-19 07:34:24.573,freelance,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),dev. productos propios,Analista de Sist. / Business Analyst,3.0,Semi-senior,Senior,Grado,Universidad privada del Paraguay,menor a 1000,"Vacaciones pagas, Trabajo remoto",Menor,Frontend React,menos de 5,No,Ambiente laboral,Modalidad de trabajo remota o híbrida,Sí,No más de 2 al año,El conocimiento de tecnologías o metodologías específicas,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",La falta de experiencia en herramientas o metodologías específicas.,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
280,2022-09-19 08:17:16.896,emprendimiento,emprendedor_c_clientes,emp_local_cli_local,dev. productos propios,Software Arch.,11 - 15,Senior,Senior,Grado,Universidad privada del Paraguay,2501 - 3000,"13er salario o aguinaldo, Vacaciones pagas, Trabajo híbrido (remoto y presencial), Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Desarrollo web con php (backend y/o frontend),menos de 5,No,Oportunidad de aprendizaje,Remuneración inmediata,No,Más de 10 veces al año,El conocimiento de tecnologías o metodologías específicas,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.",No he participado en procesos de selección para el exterior,No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
281,2022-09-19 10:23:27.197,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),Sector financiero,dev / software eng,4.0,Semi-senior,Semi-senior,Grado,Universidad Nacional de Asunción,3001 - 3500,"Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros), bono de 1500$ para equipamiento de home office",Igual,Desarrollo backend con Java,11 - 20,Sí,Modalidad de trabajo remota o híbrida,Remuneración inmediata,Sí,Más de 10 veces al año,El conocimiento de tecnologías o metodologías específicas,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.","La falta de experiencia en escenarios muy demandantes por la complejidad, volumen de datos, nivel de concurrencia, nivel de formalismo u otros.","Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
282,2022-09-19 10:31:43.263,fulltime,r_dependencia,emp_ext_cli_ext (puede tener también clientes en PY),dev. productos propios,dev / software eng,10.0,Principal,Senior,Grado,Universidad Nacional de Asunción,más de 6000,"Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros)",Mayor,Desarrollo scala backend,11 - 20,Sí,Oportunidad de crecimiento económico,Oportunidad de aprendizaje,Sí,Más de 10 veces al año,El conocimiento de tecnologías o metodologías específicas,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.","La falta de experiencia en escenarios muy demandantes por la complejidad, volumen de datos, nivel de concurrencia, nivel de formalismo u otros.","Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
283,2022-09-19 11:16:19.164,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,dev / software eng,3.0,Semi-senior,Semi-senior,Grado,Otra universidad pública del Paraguay,1501 - 2000,"Flexibilidad horaria, Trabajo remoto, Días libres",Igual,Ruby,5 - 10,Sí,Oportunidad de aprendizaje,Desafíos,No,Más de 10 veces al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",El idioma,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
284,2022-09-19 12:22:56.600,fulltime,indef_sin_contrato,emp_local_cli_local,soft. factory / intermediaria,Analista de Sist. / Business Analyst,3.0,Semi-senior,Semi-senior,Grado,Universidad Nacional de Asunción,1000 - 1500,"Seguro médico, Jubilación, Vacaciones pagas, Trabajo híbrido (remoto y presencial), Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Desarrollo de Informes Analíticos y Operativos. Arquitectura Datawarehouse.,no sé,Sí,Oportunidad de crecimiento económico,Ambiente laboral,No,3 a 5 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Poder leer materiales técnicos
285,2022-09-19 13:35:37.804,fulltime,r_dependencia,emp_local_cli_local,dev. productos propios,dev / software eng,4.0,Semi-senior,Senior,Grado,Universidad Nacional de Asunción,1000 - 1500,"Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Trabajo híbrido (remoto y presencial), Días libres, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Frontend Vue,menos de 5,Sí,Remuneración económica,Flexibilidad horaria,No,Más de 10 veces al año,Las certificaciones oficiales,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Poder leer materiales técnicos
286,2022-09-19 14:52:57.373,fulltime,r_dependencia,emp_local_cli_local,Imp. && Representacion,Software Arch.,más de 15,Senior,Senior,Grado,Universidad privada del Paraguay,2001 - 2500,"Jubilación, 13er salario o aguinaldo, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,.NET (web y/o desktop),menos de 5,Sí,Ambiente laboral,Remuneración inmediata,No,6 a 10 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
287,2022-09-19 15:41:41.305,fulltime,r_dependencia,emp_local_cli_local,dev. productos propios,dev / software eng,11 - 15,Mid-level o Associate,Semi-senior,Grado,Otra universidad pública del Paraguay,menor a 1000,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas",No trabajo para el exterior,Desarrollo web con php (backend y/o frontend),menos de 5,No,Flexibilidad horaria,Oportunidad de aprendizaje,No,6 a 10 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,"Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
288,2022-09-19 16:29:53.435,fulltime,r_dependencia,emp_local_cli_local,Educación,Admin. / Gerencial,6.0,Mid-level o Associate,No puedo saber,Grado,Universidad privada del Paraguay,menor a 1000,"13er salario o aguinaldo, Vacaciones pagas",No trabajo para el exterior,No estoy directamente relacionado con tecnologías y herramientas,menos de 5,No,Oportunidad de crecimiento económico,Ambiente laboral,No,No más de 2 al año,El conocimiento de tecnologías o metodologías específicas,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
289,2022-09-19 18:18:30.798,fulltime,r_dependencia,emp_loc_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,Admin. / Gerencial,3.0,Mid-level o Associate,Mid-level o Associate,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad del extranjero,1000 - 1500,"13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros)",Menor,No estoy directamente relacionado con tecnologías y herramientas,5 - 10,Sí,Ambiente laboral,Oportunidad de crecimiento económico,Sí,6 a 10 veces al año,La experiencia previa,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",La falta de experiencia en herramientas o metodologías específicas.,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
290,2022-09-19 18:23:37.318,fulltime,r_dependencia,emp_local_cli_local,dev. productos propios,dev / software eng,8.0,Semi-senior,Mid-level o Associate,Grado,Otra universidad pública del Paraguay,menor a 1000,Seguro médico,No trabajo para el exterior,Desarrollo backend con Java,menos de 5,No,Oportunidad de crecimiento económico,Flexibilidad horaria,No,3 a 5 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
291,2022-09-19 22:16:14.058,fulltime,indef_sin_contrato,emp_local_cli_local,dev. productos propios,dev / software eng,más de 15,Senior,Senior,Grado,Universidad privada del Paraguay,menor a 1000,"Seguro médico, Trabajo híbrido (remoto y presencial)",Menor,Desarrollo web con Python (backend y/o frontend),menos de 5,No,Oportunidad de crecimiento económico,Modalidad de trabajo remota o híbrida,No,No más de 2 al año,El conocimiento de tecnologías o metodologías específicas,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Poder leer materiales técnicos
292,2022-09-20 07:13:31.918,fulltime,contrato_temporal,emp_local_cli_local,soft. factory / intermediaria,Software Arch.,8.0,Senior,Senior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad Nacional de Asunción,1501 - 2000,"13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Desarrollo backend con Java,5 - 10,No,Oportunidad de crecimiento económico,Ambiente laboral,Sí,6 a 10 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,"La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",No trabajo para el exterior,Poder leer materiales técnicos
293,2022-09-20 11:46:18.104,fulltime,indef_sin_contrato,emp_local_cli_local,dev. productos propios,dev / software eng,hasta 2,Junior,Entry level,Grado,Universidad Nacional de Asunción,menor a 1000,"13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo híbrido (remoto y presencial)",Menor,Frontend React,menos de 5,No,Remuneración económica,Oportunidad de aprendizaje,No,Más de 10 veces al año,La formación académica de base (universidad),No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Poder leer materiales técnicos
294,2022-09-20 11:52:27.462,freelance,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),dev. productos propios,Data Scientist,hasta 2,Mid-level o Associate,No puedo saber,Grado,Universidad privada del Paraguay,menor a 1000,"Trabajo remoto, Días libres",Menor,"Machine Learning, Deep Learning con tensorflow / Keras. Creacion de modelos, Data Analysis",no sé,No,Remuneración económica,Modalidad de trabajo remota o híbrida,Sí,3 a 5 veces al año,La experiencia previa,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",La falta de experiencia en herramientas o metodologías específicas.,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
295,2022-09-20 13:33:42.651,fulltime,r_dependencia,emp_local_cli_local,soft. factory / intermediaria,Scrum Master y/o Agile Coach,8.0,Semi-senior,Semi-senior,Maestría,Universidad privada del Paraguay,1000 - 1500,"Vacaciones pagas, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,No estoy directamente relacionado con tecnologías y herramientas,no sé,Sí,Espacio para crecimiento profesional,Oportunidad de crecimiento económico,Sí,3 a 5 veces al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.",No trabajo para el exterior,"La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
296,2022-09-20 15:43:46.686,fulltime,indef_sin_contrato,emp_loc_cli_ext (puede tener también clientes en PY),Telefonía / Networking,dev / software eng,5.0,Senior,Senior,Grado,Universidad Nacional de Asunción,1000 - 1500,"Seguro médico, 13er salario o aguinaldo, Flexibilidad horaria, Trabajo híbrido (remoto y presencial), Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Desarrollo backend con Java,no sé,No,Espacio para crecimiento profesional,Oportunidad de crecimiento económico,Sí,3 a 5 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,"La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
297,2022-09-20 15:50:11.257,emprendimiento,emprendedor_c_clientes,emp_ext_cli_ext (puede tener también clientes en PY),startups,Cybersecurity,10.0,Semi-senior,Principal,Maestría,Universidad Nacional de Asunción,3001 - 3500,,Menor,Cybersecurity,menos de 5,Sí,Espacio para crecimiento profesional,Oportunidad de crecimiento económico,Sí,No más de 2 al año,"La formación académica de especialización (postgrados, cursos, etc)",No trabajo para el exterior.,No trabajo para el exterior,La educación formal local es una desventaja significativa al participar de entrevistas técnicas para el exterior.,La falta de experiencia en herramientas o metodologías específicas.,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
298,2022-09-20 15:56:01.349,fulltime,indef_sin_contrato,emp_local_cli_local,dev. productos propios,dev / software eng,5.0,Semi-senior,Semi-senior,Grado,Universidad Nacional de Asunción,1000 - 1500,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas",No trabajo para el exterior,Desarrollo backend con Java,menos de 5,No,Oportunidad de crecimiento económico,Ambiente laboral,No,No más de 2 al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,
299,2022-09-20 16:08:01.386,fulltime,contrato_temporal,emp_ext_cli_ext (puede tener también clientes en PY),dev. productos propios,dev / software eng,8.0,Mid-level o Associate,Mid-level o Associate,Grado,Universidad Nacional de Asunción,2001 - 2500,"Seguro médico, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Trabajo híbrido (remoto y presencial), Días libres, Equipos de trabajo (laptop, otros)",Igual,Desarrollo backend con Java,menos de 5,Sí,Oportunidad de aprendizaje,Ambiente laboral,Sí,Más de 10 veces al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",El idioma,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
300,2022-09-20 16:29:50.773,fulltime,r_dependencia,emp_local_cli_local,dev. productos propios,dev / software eng,más de 15,Senior,Senior,Grado,Universidad Nacional de Asunción,2001 - 2500,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo híbrido (remoto y presencial), Equipos de trabajo (laptop, otros)",No trabajo para el exterior,.NET (web y/o desktop),5 - 10,Sí,Remuneración económica,Flexibilidad horaria,No,3 a 5 veces al año,El conocimiento de tecnologías o metodologías específicas,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,"Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
301,2022-09-20 17:14:37.787,fulltime,contrato_temporal,emp_local_cli_local,Telefonía / Networking,Software Arch.,9.0,Senior,Senior,Maestría,Universidad Nacional de Asunción,2501 - 3000,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo híbrido (remoto y presencial), Días libres, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Desarrollo backend con Java,menos de 5,Sí,Remuneración económica,Ambiente laboral,Sí,No más de 2 al año,El conocimiento de tecnologías o metodologías específicas,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con gran variedad de conocimientos, tal vez sin tanta especialización, pero con capacidad de hacer de todo un poco.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",El idioma,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
302,2022-09-20 22:19:19.472,fulltime,r_dependencia,emp_local_cli_local,dev. productos propios,dev / software eng,3.0,Mid-level o Associate,Mid-level o Associate,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad Nacional de Asunción,menor a 1000,"13er salario o aguinaldo, Vacaciones pagas, Trabajo híbrido (remoto y presencial), Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Desarrollo web con Python (backend y/o frontend),menos de 5,No,Espacio para crecimiento profesional,Remuneración inmediata,Sí,6 a 10 veces al año,El conocimiento de tecnologías o metodologías específicas,No trabajo para el exterior.,No trabajo para el exterior,"La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",No trabajo para el exterior,Poder leer materiales técnicos
303,2022-09-21 08:34:03.905,fulltime,indef_sin_contrato,emp_local_cli_local,autom./ganad./netw.,dev / software eng,6.0,Semi-senior,Senior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad privada del Paraguay,1000 - 1500,"Seguro médico, 13er salario o aguinaldo, Vacaciones pagas, Trabajo híbrido (remoto y presencial), Equipos de trabajo (laptop, otros)",No trabajo para el exterior,.NET (web y/o desktop),menos de 5,No,Desafíos,Espacio para crecimiento profesional,Sí,Más de 10 veces al año,Las certificaciones oficiales,"En el mercado internacional, hay menores exigencias para cada nivel de seniority.",No trabajo para el exterior,"La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",No trabajo para el exterior,No se necesita.
304,2022-09-21 08:48:54.861,fulltime,indef_sin_contrato,emp_local_cli_local,Industria,Software Arch.,10.0,Senior,Senior,Bachillerato,No aplica (para nivel bachiller),menor a 1000,"Jubilación, Flexibilidad horaria",Menor,.NET (web y/o desktop),menos de 5,No,Estabilidad laboral,Oportunidad de crecimiento económico,Sí,3 a 5 veces al año,La formación académica de base (universidad),Los criterios son similares.,"Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.","La falta de experiencia en escenarios muy demandantes por la complejidad, volumen de datos, nivel de concurrencia, nivel de formalismo u otros.","Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
305,2022-09-21 08:49:04.523,fulltime,r_dependencia,emp_local_cli_local,Grupo empresarial,dev / software eng,más de 15,Senior,Senior,Maestría,Universidad privada del Paraguay,1000 - 1500,"13er salario o aguinaldo, Vacaciones pagas",No trabajo para el exterior,.NET (web y/o desktop),11 - 20,No,Espacio para crecimiento profesional,Espacio para crecimiento profesional,No,Más de 10 veces al año,El idioma,Los criterios son similares.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,No se necesita.
306,2022-09-21 08:53:38.107,fulltime,contrato_temporal,emp_local_cli_local,Telefonía / Networking,Analista de Sist. / Business Analyst,11 - 15,Senior,Senior,Grado,Universidad privada del Paraguay,1000 - 1500,"Vacaciones pagas, Trabajo remoto, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Desarrollo backend con Java,11 - 20,No,Ambiente laboral,Oportunidad de crecimiento económico,Sí,3 a 5 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,"Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
307,2022-09-21 09:10:06.384,fulltime,r_dependencia,emp_local_cli_local,Sector financiero,dev / software eng,10.0,Semi-senior,Senior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad Nacional de Asunción,1501 - 2000,"13er salario o aguinaldo, Vacaciones pagas, Trabajo remoto, Días libres",,Desarrollo backend con NodeJS,5 - 10,No,Estabilidad laboral,Flexibilidad horaria,No,6 a 10 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,"La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",Las diferencias culturales y las habilidades blandas que se esperan de mí,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
308,2022-09-21 09:29:27.381,fulltime,indef_sin_contrato,emp_local_cli_local,Energ. e Ind.,dev / software eng,11 - 15,Senior,Principal,Grado,Universidad privada del Paraguay,1000 - 1500,"Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Equipos de trabajo (laptop, otros)",Menor,Administrador de sistemas ,menos de 5,No,Desafíos,Espacio para crecimiento profesional,Sí,3 a 5 veces al año,El idioma,Los criterios son similares.,"Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",No trabajo para el exterior,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
